Vivado Simulator 2019.1
Time resolution is 1 ps
Time	clk	resetn	ffti_valid	split_valid	split_ready	ffto_valid	ffto_last
630000	0	1	0		0		1		0		0
635000	1	1	0		0		1		0		0
640000	0	1	0		0		1		0		0
645000	1	1	0		0		1		0		0
650000	0	1	0		0		1		0		0
655000	1	1	0		0		1		0		0
660000	0	1	0		0		1		0		0
665000	1	1	0		0		1		0		0
670000	0	1	0		0		1		0		0
675000	1	1	0		0		1		0		0
680000	0	1	0		0		1		0		0
685000	1	1	0		0		1		0		0
690000	0	1	0		0		1		0		0
695000	1	1	0		0		1		0		0
700000	0	1	0		0		1		0		0
705000	1	1	0		0		1		0		0
710000	0	1	0		0		1		0		0
715000	1	1	0		0		1		0		0
720000	0	1	0		0		1		0		0
725000	1	1	0		0		1		0		0
730000	0	1	0		0		1		0		0
735000	1	1	0		0		1		0		0
740000	0	1	0		0		1		0		0
745000	1	1	0		0		1		0		0
750000	0	1	0		0		1		0		0
755000	1	1	0		0		1		0		0
760000	0	1	0		0		1		0		0
765000	1	1	0		0		1		0		0
770000	0	1	0		0		1		0		0
775000	1	1	0		0		1		0		0
780000	0	1	0		0		1		0		0
785000	1	1	0		0		1		0		0
790000	0	1	0		0		1		0		0
795000	1	1	0		0		1		0		0
800000	0	1	0		0		1		0		0
805000	1	1	0		0		1		0		0
810000	0	1	0		0		1		0		0
815000	1	1	0		0		1		0		0
820000	0	1	0		0		1		0		0
825000	1	1	0		0		1		0		0
830000	0	1	0		0		1		0		0
835000	1	1	0		0		1		0		0
840000	0	1	0		0		1		0		0
845000	1	1	0		0		1		0		0
850000	0	1	0		0		1		0		0
855000	1	1	0		0		1		0		0
860000	0	1	0		0		1		0		0
865000	1	1	0		0		1		0		0
870000	0	1	0		0		1		0		0
875000	1	1	0		0		1		0		0
880000	0	1	0		0		1		0		0
885000	1	1	0		0		1		0		0
890000	0	1	0		0		1		0		0
895000	1	1	0		0		1		0		0
900000	0	1	0		0		1		0		0
905000	1	1	0		0		1		0		0
910000	0	1	0		0		1		0		0
915000	1	1	0		0		1		0		0
920000	0	1	0		0		1		0		0
925000	1	1	0		0		1		0		0
930000	0	1	0		0		1		0		0
935000	1	1	0		0		1		0		0
940000	0	1	0		0		1		0		0
945000	1	1	0		0		1		0		0
950000	0	1	0		0		1		0		0
955000	1	1	0		1		1		0		0
960000	0	1	0		1		1		0		0
965000	1	1	0		1		1		0		0
970000	0	1	0		1		1		0		0
975000	1	1	0		1		1		0		0
980000	0	1	0		1		1		0		0
985000	1	1	0		1		1		0		0
990000	0	1	0		1		1		0		0
995000	1	1	0		1		1		0		0
1000000	0	1	0		1		1		0		0
1005000	1	1	0		1		1		0		0
1010000	0	1	0		1		1		0		0
1015000	1	1	0		1		1		0		0
1020000	0	1	0		1		1		0		0
1025000	1	1	0		1		1		0		0
1030000	0	1	0		1		1		0		0
1035000	1	1	0		1		1		0		0
1040000	0	1	0		1		1		0		0
1045000	1	1	0		1		1		0		0
1050000	0	1	0		1		1		0		0
1055000	1	1	0		1		1		0		0
1060000	0	1	0		1		1		0		0
1065000	1	1	0		1		1		0		0
1070000	0	1	0		1		1		0		0
1075000	1	1	0		1		1		1		0
1080000	0	1	0		1		1		1		0
1085000	1	1	0		1		1		0		0
1090000	0	1	0		1		1		0		0
1095000	1	1	0		1		1		1		0
1100000	0	1	0		1		1		1		0
1105000	1	1	0		1		1		0		0
1110000	0	1	0		1		1		0		0
1115000	1	1	0		0		1		1		0
1120000	0	1	0		0		1		1		0
1125000	1	1	0		0		1		0		0
1130000	0	1	0		0		1		0		0
1135000	1	1	0		0		1		1		0
1140000	0	1	0		0		1		1		0
1145000	1	1	0		0		1		0		0
1150000	0	1	0		0		1		0		0
1155000	1	1	0		0		1		1		0
1160000	0	1	0		0		1		1		0
1165000	1	1	0		0		1		0		0
1170000	0	1	0		0		1		0		0
1175000	1	1	0		0		1		1		0
1180000	0	1	0		0		1		1		0
1185000	1	1	0		0		1		0		0
1190000	0	1	0		0		1		0		0
1195000	1	1	0		0		1		1		0
1200000	0	1	0		0		1		1		0
1205000	1	1	0		0		1		0		0
1210000	0	1	0		0		1		0		0
1215000	1	1	0		0		1		1		0
1220000	0	1	0		0		1		1		0
1225000	1	1	0		0		1		0		0
1230000	0	1	0		0		1		0		0
1235000	1	1	0		0		1		0		1
1240000	0	1	0		0		1		0		1
1245000	1	1	0		0		1		0		1
1250000	0	1	0		0		1		0		1
1255000	1	1	0		0		1		0		1
1260000	0	1	0		0		1		0		1
1265000	1	1	0		0		1		0		1
1270000	0	1	0		0		1		0		1
1275000	1	1	0		0		1		0		1
1280000	0	1	0		0		1		0		1
1285000	1	1	0		0		1		0		1
1290000	0	1	0		0		1		0		1
1295000	1	1	0		0		1		0		1
1300000	0	1	0		0		1		0		1
